No.        Matricula    Nombre          Ap. Paterno          Ao. Materno     Sexo       Posicion   Estado   Edad  Num. Cel  
1760       316667       CLARA           TOVAR                LOPEZ           MUJER      Arquitect  QT         21    6461026209   
1761       316691       JOSE            VASQUEZ              NUNEZ           HOMBRE     IngRed     CL         21    6461017783   
1762       316703       ISRAEL          PACHECO              VEGA            HOMBRE     TrabSoc    BC         38    6461004525   
1763       316705       FERNANDO        BARRIOS              CASTANEDA       HOMBRE     Traduct    GT         48    6461004777   
1764       316716       EDUARDO         LARA                 SOTO            HOMBRE     RepVInt    TL         39    6461024740   
1765       316717       ALEJANDRA       HERNANDEZ            CERVANTES       MUJER      PsOrg      AG         44    6461021819   
1766       316732       VICTORIA        DURAN                CORDERO         MUJER      EspSeg     QR         41    6461011924   
1767       316773       LUIS            CABRERA              MUNGUIA         HOMBRE     TecSup     ZS         30    6461025724   
1768       316786       ALEJANDRO       ROMERO               ALVAREZ         HOMBRE     AnlSist    SP         34    6461021186   
1769       316792       MARiA           MUNGUIA              CASTILLO        MUJER      AnlDatos   NL         25    6461032255   
1770       316801       ARTURO          PENA                 GONZALES        HOMBRE     AnMktDg    JC         36    6461026113   
1771       316805       SONIA           RIVERA               SOTO            MUJER      AsServ     SL         35    6461025212   
1772       316816       PILAR           ARIAS                CONTRERAS       MUJER      GteProj    DG         46    6461029756   
1773       316823       JUAN            FLORES               MENDOZA         HOMBRE     DisUX      JC         24    6461002690   
1774       316840       LAURA           ZAMORA               TORRES          MUJER      EspERen    BS         39    6461026187   
1775       316855       NATALIA         ROSALES              CHACON          MUJER      GteProj    GR         19    6461003644   
1776       316859       ELENA           VILLANUEVA           VALENZUELA      MUJER      ConsFin    TC         42    6461003861   
1777       316882       EMILIO          CAMACHO              SANDOVAL        HOMBRE     AnlSist    TC         39    6461002710   
1778       316898       GUILLERMO       SOTO                 OSORIO          HOMBRE     ChefEje    BC         39    6461000782   
1779       316909       JULIA           MOLINA               ALVAREZ         MUJER      ProfPrim   JC         28    6461018892   
1780       316911       ANA             IGLESIAS             MALDONADO       MUJER      AsistAdm   VZ         37    6461027298   
1781       316922       GUILLERMO       LEON                 RAMOS           HOMBRE     DevSoft    BC         39    6461008466   
1782       316941       ISABEL          ZAMORA               ROJAS           MUJER      EspSeg     GT         36    6461023735   
1783       316949       ALEJANDRO       CRUZ                 RIVERA          HOMBRE     RepVInt    MC         26    6461010790   
1784       316950       ANA             OSORIO               MENDEZ          MUJER      AnlVent    SL         45    6461009303   
1785       316963       GLORIA          CRUZ                 CASTILLO        MUJER      IngCivil   CS         30    6461012275   
1786       316976       AURORA          ALVAREZ              MACIEL          MUJER      IngElec    CH         32    6461012832   
1787       316977       RICARDO         JIMENEZ              CORDERO         HOMBRE     MedGen     NE         40    6461024117   
1788       316991       CARLOS          VARGAS               MORA            HOMBRE     Arquitect  CC         50    6461008318   
1789       317005       MARiA           ESTRELLA             CASTANEDA       MUJER      EspERen    TS         36    6461009788   
1790       317014       SALVADOR        MORENO               MENDOZA         HOMBRE     DisUX      QR         50    6461005769   
1791       317037       ROSA            CONTRERAS            FERNANDEZ       MUJER      Arquitect  CL         26    6461021475   
1792       317047       MERCEDES        HERNANDEZ            ESPINOSA        MUJER      DevSoft    BC         41    6461012853   
1793       317050       LAURA           GUERRERO             RAMOS           MUJER      EspLog     MC         45    6461029080   
1794       317060       ALEJANDRA       CONTRERAS            CASTILLO        MUJER      IngElec    CL         33    6461025319   
1795       317066       LAURA           ESPINOZA             ALVAREZ         MUJER      ProfPrim   CM         42    6461031783   
1796       317068       GUILLERMO       PACHECO              LEON            HOMBRE     EspLog     PL         25    6461003881   
1797       317069       ARTURO          RAMOS                MENDOZA         HOMBRE     ConsFin    GR         41    6461004208   
1798       317098       JUAN            CASTANEDA            CASTILLO        HOMBRE     DisUX      NL         46    6461023104   
1799       317105       ERNESTO         SOTO                 VALENCIA        HOMBRE     GteProj    NT         50    6461028478   
1800       317109       ENRIQUE         CALZADA              ALVAREZ         HOMBRE     AnMktDg    CS         33    6461010818   
1801       317116       ALBERTO         LARA                 MACIEL          HOMBRE     AsServ     GT         48    6461008248   
1802       317121       MARiA           MACIEL               PAREDES         MUJER      Traduct    MN         42    6461003171   
1803       317122       SONIA           SUAREZ               ROLDAN          MUJER      ProfPrim   NL         33    6461032703   
1804       317124       CARLOS          RIVERA               ROJAS           HOMBRE     AnlDatos   MS         25    6461001173   
1805       317128       ELENA           VARGAS               ROMAN           MUJER      AsistAdm   CC         42    6461001240   
1806       317143       RAUL            LOPEZ                RIOS            HOMBRE     AsistAdm   SP         40    6461025286   
1807       317144       VICTORIA        SERRANO              SANDOVAL        MUJER      DisUX      TL         29    6461016345   
1808       317149       GUILLERMO       MOLINA               ALVARADO        HOMBRE     EspRRHH    CL         36    6461006251   
1809       317151       MANUEL          HERRERA              CASTILLO        HOMBRE     Arquitect  CS         27    6461004568   
1810       317167       PEDRO           MIRANDA              AGUILAR         HOMBRE     AsServ     DG         29    6461006671   
1811       317175       ELENA           CORDERO              LARA            MUJER      AnMktDg    BC         19    6461018375   
1812       317189       SUSANA          PARDO                FLORES          MUJER      AsistAdm   CL         25    6461004945   
1813       317192       RAUL            MENDEZ               BARRIOS         HOMBRE     EspSeg     TL         26    6461030783   
1814       317213       JUAN            ORTIZ                DELGADO         HOMBRE     TecSup     CS         37    6461022035   
1815       317222       ROSA            GOMEZ                PACHECO         MUJER      MedGen     TS         22    6461031715   
1816       317226       ISABEL          CALZADA              ESPINOZA        MUJER      PsOrg      SP         50    6461001022   
1817       317227       MANUEL          SERRANO              VASQUEZ         HOMBRE     EdCont     CH         27    6461010713   
1818       317237       HECTOR          MENDEZ               MERCADO         HOMBRE     AsistAdm   CS         39    6461024769   
1819       317259       ANTONIA         FERNANDEZ            VARGAS          MUJER      EspLog     MN         39    6461010474   
1820       317265       ARMANDO         MENDOZA              RIVERA          HOMBRE     Arquitect  AG         34    6461026831   
1821       317269       ANTONIO         DIAZ                 PARDO           HOMBRE     EspLog     QR         47    6461015710   
1822       317271       ISABEL          ROSALES              LEAL            MUJER      Abogado    GR         45    6461005363   
1823       317284       LOURDES         HERNANDEZ            ALVAREZ         MUJER      MedGen     TL         20    6461030927   
1824       317288       MARTA           SOLIS                FERNANDEZ       MUJER      Contado    PL         38    6461000219   
1825       317319       ROSA            ESCOBAR              CRUZ            MUJER      Abogado    BS         42    6461031115   
1826       317346       SONIA           ESPINOZA             MACIAS          MUJER      Traduct    CL         38    6461013810   
1827       317349       BEATRIZ         TOVAR                ESPINOSA        MUJER      EdCont     NL         21    6461029334   
1828       317351       JUAN            LOPEZ                ESPINOSA        HOMBRE     AnlVent    CC         43    6461030870   
1829       317374       ANTONIO         SANDOVAL             ARIAS           HOMBRE     AnlDatos   MC         45    6461030193   
1830       317376       GABRIELA        MENDOZA              TORRES          MUJER      TecSup     QR         43    6461029282   
1831       317385       AURORA          GUZMAN               CORDERO         MUJER      ProfPrim   VZ         36    6461027941   
1832       317391       MARTA           VARELA               SUAREZ          MUJER      InvCien    PL         38    6461019091   
1833       317393       CARLOS          JIMENEZ              FLORES          HOMBRE     RepVInt    CH         36    6461009575   
1834       317394       ISABEL          SANDOVAL             SOSA            MUJER      AnMktDg    SP         36    6461008270   
1835       317398       NATALIA         MORA                 OCHOA           MUJER      AsistAdm   GR         36    6461000187   
1836       317400       MARIO           CALZADA              CRUZ            HOMBRE     IngCivil   NT         37    6461002765   
1837       317404       PEDRO           MORENO               ROJAS           HOMBRE     EdCont     CS         35    6461020377   
1838       317408       JUAN            MIRANDA              GARZA           HOMBRE     DisGraf    MC         34    6461023968   
1839       317416       ALEJANDRO       MENENDEZ             MEDINA          HOMBRE     ConsFin    OC         28    6461031185   
1840       317419       ALBERTO         OCHOA                CALZADA         HOMBRE     EspRRHH    HG         50    6461025544   
1841       317430       ANA             SALAZAR              SOTO            MUJER      InvCien    BS         32    6461031062   
1842       317498       PEDRO           VALENCIA             ESPINOZA        HOMBRE     AsistAdm   GT         31    6461014440   
1843       317500       JULIA           CHACON               SANDOVAL        MUJER      DisUX      NT         46    6461026549   
1844       317503       CONSUELO        VALENCIA             NUNEZ           MUJER      RepVInt    QT         45    6461024733   
1845       317512       FERNANDO        TOVAR                JIMENEZ         HOMBRE     Contado    MS         42    6461021616   
1846       317514       ALEJANDRA       ROJAS                ROMAN           MUJER      MedGen     CS         26    6461008991   
1847       317520       ISABEL          DIAZ                 PAREDES         MUJER      AsistAdm   GR         39    6461013308   
1848       317525       LUIS            CONTRERAS            DURAN           HOMBRE     RepVInt    TL         23    6461006997   
1849       317529       FERNANDO        CASTANEDA            GUERRERO        HOMBRE     TrabSoc    CC         49    6461017796   
1850       317533       MARiA           LOPEZ                MACIAS          MUJER      AsServ     HG         49    6461003063   
1851       317539       HECTOR          ROMERO               MERCADO         HOMBRE     Enferm     GT         42    6461002495   
1852       317550       NATALIA         SANDOVAL             BELTRAN         MUJER      IngElec    CC         41    6461004077   
1853       317557       ISRAEL          ESCOBAR              AGUILAR         HOMBRE     AsistAdm   OC         43    6461012613   
1854       317557       GABRIELA        ESTRELLA             CRUZ            MUJER      PsOrg      ZS         46    6461023441   
1855       317583       PILAR           PENA                 CERVANTES       MUJER      EspSeg     MN         44    6461012621   
1856       317589       JORGE           ESPINOZA             HERNANDEZ       HOMBRE     RepVInt    NL         32    6461000441   
1857       317600       ROBERTO         MERCADO              MENENDEZ        HOMBRE     EspLog     QR         44    6461010479   
1858       317604       RICARDO         CERVANTES            GONZALES        HOMBRE     DisGraf    TS         24    6461007817   
1859       317624       ENRIQUE         ROLDAN               PENA            HOMBRE     IngRed     MC         32    6461018704   
1860       317630       ROBERTO         ROJAS                REYES           HOMBRE     EspSeg     GR         43    6461004564   
1861       317633       MARTA           MENENDEZ             MENDEZ          MUJER      MedGen     BS         27    6461003611   
1862       317638       MANUEL          MENENDEZ             PENA            HOMBRE     EspERen    TS         21    6461027177   
1863       317647       PAULA           PACHECO              TORRES          MUJER      IngRed     VZ         30    6461028721   
1864       317648       GLORIA          SOLIS                ROSALES         MUJER      DevSoft    CC         28    6461025096   
1865       317666       FRANCISCO       CAMACHO              LARA            HOMBRE     PsOrg      SL         48    6461003817   
1866       317669       AURORA          GARZA                MALDONADO       MUJER      Enferm     CC         46    6461026781   
1867       317678       ALEJANDRO       LEAL                 CAMACHO         HOMBRE     InvCien    DF         45    6461026314   
1868       317696       RICARDO         LEON                 ESTRELLA        HOMBRE     ConsFin    NE         29    6461008438   
1869       317705       PILAR           NUNEZ                SERRANO         MUJER      RepVInt    TS         49    6461009353   
1870       317714       GABRIELA        CORDERO              LEAL            MUJER      GteProj    SL         32    6461001786   
1871       317721       PILAR           ROJAS                ESCOBAR         MUJER      ChefEje    GR         27    6461029467   
1872       317725       ERNESTO         ESPINOSA             ROLDAN          HOMBRE     ProfPrim   TL         22    6461008738   
1873       317725       GABRIELA        URIBE                LEON            MUJER      EdCont     SR         31    6461010038   
1874       317740       DANIEL          SILVA                LARA            HOMBRE     AnMktDg    QR         50    6461001346   
1875       317741       ALEJANDRO       ESPINOSA             DURAN           HOMBRE     Traduct    CH         40    6461008763   
1876       317744       JAVIER          BARRIOS              QUINTERO        HOMBRE     TrabSoc    JC         39    6461012477   
1877       317748       RICARDO         MENDOZA              IGLESIAS        HOMBRE     Abogado    NT         23    6461002392   
1878       317761       CONSUELO        RIOS                 ARIAS           MUJER      ProfPrim   CH         23    6461008183   
1879       317767       ANA             SERRANO              DELGADO         MUJER      AnlSist    MS         34    6461000110   
1880       317767       JUAN            PAREDES              LARA            HOMBRE     IngCivil   MS         41    6461007586   
1881       317771       LUIS            CALZADA              IGLESIAS        HOMBRE     PsOrg      TL         30    6461010121   
1882       317781       JAVIER          MORENO               GUZMAN          HOMBRE     IngElec    PL         34    6461004845   
1883       317788       MERCEDES        SUAREZ               GOMEZ           MUJER      ChefEje    SR         47    6461031095   
1884       317793       ALEJANDRO       ROJAS                SOLANO          HOMBRE     ConsFin    MN         29    6461018270   
1885       317803       SONIA           ESPINOSA             CORDERO         MUJER      Abogado    CC         43    6461016826   
1886       317808       MARTA           PAREDES              CASTANEDA       MUJER      IngRed     TS         38    6461030620   
1887       317823       ERNESTO         ESPINOZA             VASQUEZ         HOMBRE     IngCivil   BS         39    6461014817   
1888       317831       SALVADOR        REYES                SANDOVAL        HOMBRE     TecSup     TS         48    6461001379   
1889       317850       ISRAEL          MIRANDA              PENA            HOMBRE     TecSup     TS         45    6461013681   
1890       317859       ALEJANDRA       ROJAS                MENDOZA         MUJER      AnlVent    JC         20    6461025982   
1891       317864       ADRIANA         MACIAS               HERRERA         MUJER      Enferm     AG         37    6461027965   
1892       317867       NATALIA         GOMEZ                IGLESIAS        MUJER      AnlSist    QT         44    6461008896   
1893       317868       NATALIA         SILVA                CRUZ            MUJER      TecSup     ZS         20    6461006358   
1894       317878       OSCAR           GOMEZ                CONTRERAS       HOMBRE     AsServ     YN         23    6461018600   
1895       317886       ROSA            IGLESIAS             ALVAREZ         MUJER      EspERen    CH         28    6461023587   
1896       317890       GABRIELA        SUAREZ               MENDOZA         MUJER      EdCont     DF         32    6461012420   
1897       317937       PILAR           MERCADO              ROSALES         MUJER      AnlSist    MC         44    6461000332   
1898       317941       ANTONIO         LEAL                 PACHECO         HOMBRE     DisGraf    MS         26    6461018141   
1899       317942       ROSA            SOLIS                CRUZ            MUJER      Contado    SL         26    6461024941   
1900       317946       ALEJANDRO       VALENCIA             ROLDAN          HOMBRE     DisGraf    MS         44    6461030353   
1901       317947       DANIEL          LARA                 BAUTISTA        HOMBRE     AsistAdm   CH         30    6461030218   
1902       317959       RICARDO         VARELA               OSORIO          HOMBRE     Enferm     GR         39    6461011388   
1903       317960       LAURA           MIRANDA              CASTANEDA       MUJER      Enferm     NT         45    6461025020   
1904       317961       GABRIELA        VALENZUELA           CHACON          MUJER      AnlVent    VZ         39    6461026813   
1905       317966       ISABEL          SUAREZ               FLORES          MUJER      IngRed     GR         48    6461014864   
1906       317969       RICARDO         ESCOBAR              CONTRERAS       HOMBRE     AsistAdm   QR         49    6461009124   
1907       317988       SOFIA           CHACON               DELGADO         MUJER      Enferm     QT         28    6461003070   
1908       318009       CARMEN          VALENZUELA           OCHOA           MUJER      ProfPrim   TS         39    6461015084   
1909       318027       LOURDES         PENA                 ROJAS           MUJER      Arquitect  NE         50    6461017954   
1910       318032       PILAR           BAUTISTA             VEGA            MUJER      Contado    NT         43    6461016509   
1911       318037       JULIA           ROMAN                CABRERA         MUJER      Arquitect  NL         47    6461025749   
1912       318046       FRANCISCO       PENA                 FERNANDEZ       HOMBRE     TrabSoc    MC         31    6461025349   
1913       318057       MANUEL          MACIAS               JIMENEZ         HOMBRE     AsServ     MN         33    6461029957   
1914       318080       SOFIA           ROJAS                RIOS            MUJER      IngElec    OC         43    6461012148   
1915       318082       OSCAR           ARIAS                ARIAS           HOMBRE     ConsFin    CM         43    6461016841   
1916       318084       BEATRIZ         GUERRERO             PENA            MUJER      IngRed     OC         36    6461008420   
1917       318096       MANUEL          REYES                ARIAS           HOMBRE     Enferm     CS         18    6461022387   
1918       318113       LUIS            PAREDES              CHACON          HOMBRE     DevSoft    CM         48    6461016162   
1919       318120       JAVIER          MENDEZ               MENDOZA         HOMBRE     Contado    VZ         35    6461014191   
1920       318131       MARiA           GARZA                ORTIZ           MUJER      AnlDatos   NE         39    6461021009   
1921       318141       ROSA            GUZMAN               ZAMORA          MUJER      Contado    JC         18    6461028449   
1922       318145       JOSE            SOTO                 VALENZUELA      HOMBRE     Contado    TC         50    6461030077   
1923       318168       GLORIA          VALDES               FLORES          MUJER      Abogado    QR         28    6461028919   
1924       318180       ARMANDO         ESCOBAR              OSORIO          HOMBRE     IngRed     PL         21    6461007913   
1925       318203       HECTOR          CHACON               CASTILLO        HOMBRE     ChefEje    TL         20    6461001586   
1926       318209       CARLOS          CAMACHO              ESPINOSA        HOMBRE     EspSeg     OC         18    6461030108   
1927       318224       LAURA           CONTRERAS            MOLINA          MUJER      Contado    MC         20    6461025765   
1928       318228       MARiA           LEAL                 FERNANDEZ       MUJER      EspRRHH    HG         24    6461011134   
1929       318238       LOURDES         ROMAN                SOTO            MUJER      EspLog     AG         41    6461001324   
1930       318240       JULIA           SOSA                 MERCADO         MUJER      EspSeg     TC         47    6461027280   
1931       318241       LOURDES         JIMENEZ              CASTANEDA       MUJER      ProfPrim   NE         28    6461002674   
1932       318261       PEDRO           AGUILAR              CRUZ            HOMBRE     Abogado    VZ         43    6461025798   
1933       318266       ELENA           ESPINOSA             MENDOZA         MUJER      EspERen    HG         39    6461019838   
1934       318287       OSCAR           CASTANEDA            GUERRERO        HOMBRE     TrabSoc    YN         48    6461018545   
1935       318296       CONSUELO        REYES                GOMEZ           MUJER      AsServ     QT         30    6461009828   
1936       318300       MARIO           ROMAN                CAMACHO         HOMBRE     DevSoft    GR         47    6461019924   
1937       318303       HECTOR          RAMOS                MIRANDA         HOMBRE     ChefEje    CM         50    6461028876   
1938       318312       ENRIQUE         ALVARADO             ZAMORA          HOMBRE     AnlDatos   CC         23    6461006516   
1939       318318       FRANCISCO       RIVERA               ESPINOSA        HOMBRE     AnlSist    GT         42    6461008926   
1940       318319       HECTOR          MOLINA               AGUILAR         HOMBRE     AnMktDg    SP         29    6461014722   
1941       318323       ISABEL          ROJAS                DELGADO         MUJER      MedGen     CS         45    6461006751   
1942       318332       FRANCISCO       VALDES               MEDINA          HOMBRE     ProfPrim   BS         34    6461006780   
1943       318347       SALVADOR        VILLANUEVA           ROSALES         HOMBRE     IngRed     GT         48    6461022670   
1944       318357       CARMEN          CALZADA              ORTIZ           MUJER      EspERen    QT         38    6461016199   
1945       318359       MARiA           VEGA                 CORDERO         MUJER      ConsFin    JC         32    6461006370   
1946       318362       ROSA            ROMERO               LARA            MUJER      TrabSoc    DG         43    6461031271   
1947       318364       ARMANDO         MERCADO              SANDOVAL        HOMBRE     MedGen     GT         26    6461000263   
1948       318366       AURORA          VARGAS               VALENCIA        MUJER      MedGen     CH         40    6461027633   
1949       318377       BEATRIZ         MALDONADO            ALVARADO        MUJER      IngElec    CC         32    6461032562   
1950       318380       PATRICIA        PARDO                ESPINOZA        MUJER      EspSeg     SL         32    6461032416   
1951       318382       JORGE           VARGAS               CASILLAS        HOMBRE     EspRRHH    SL         39    6461024943   
1952       318394       SOFIA           LOPEZ                MENDEZ          MUJER      TecSup     QT         25    6461031895   
1953       318395       ANTONIA         ROSALES              RIVERA          MUJER      AnlDatos   QR         39    6461004169   
1954       318407       VICTORIA        MACIEL               ESPINOZA        MUJER      Arquitect  QT         34    6461006969   
1955       318415       ELENA           FLORES               GUERRERO        MUJER      ProfPrim   NT         23    6461019427   
1956       318420       JUAN            RUBIO                HERRERA         HOMBRE     AnlSist    NT         38    6461021810   
1957       318424       OSCAR           ORTIZ                CASTANEDA       HOMBRE     AnlVent    BC         27    6461008166   
1958       318440       CARMEN          ROJAS                ESPINOSA        MUJER      TrabSoc    MS         49    6461027608   
1959       318460       RAQUEL          URIBE                CONTRERAS       MUJER      AnlSist    BS         42    6461030341   
1960       318465       GUILLERMO       ESPINOZA             VALDES          HOMBRE     EspERen    CC         23    6461009497   
1961       318466       ISRAEL          ARIAS                VARGAS          HOMBRE     MedGen     CL         37    6461018497   
1962       318480       SILVIA          RAMIREZ              SALAZAR         MUJER      AsServ     SR         25    6461015145   
1963       318485       JUAN            DURAN                ROSALES         HOMBRE     RepVInt    QR         30    6461006549   
1964       318493       CLARA           MACIEL               SERRANO         MUJER      InvCien    SR         41    6461026096   
1965       318500       ROSA            LEAL                 RAMOS           MUJER      Arquitect  MN         25    6461028800   
1966       318518       SUSANA          VASQUEZ              BAUTISTA        MUJER      AnMktDg    BS         34    6461020742   
1967       318532       JORGE           ARIAS                MALDONADO       HOMBRE     TecSup     CC         41    6461020047   
1968       318538       MERCEDES        BAUTISTA             ZAMORA          MUJER      ProfPrim   BC         32    6461009539   
1969       318570       EDUARDO         SOLIS                ZAMORA          HOMBRE     IngElec    HG         30    6461021566   
1970       318576       JORGE           SOSA                 CHACON          HOMBRE     ConsFin    OC         29    6461028316   
1971       318578       FERNANDO        VARGAS               SANDOVAL        HOMBRE     ConsFin    SL         27    6461009394   
1972       318582       ANTONIO         MIRANDA              HERRERA         HOMBRE     AnMktDg    TC         22    6461001415   
1973       318597       OSCAR           CALZADA              LEON            HOMBRE     IngCivil   SP         48    6461003671   
1974       318615       ALEJANDRA       MIRANDA              RIOS            MUJER      GteProj    BC         25    6461001081   
1975       318619       ALEJANDRO       ESPINOZA             FLORES          HOMBRE     AnlSist    TL         18    6461010670   
1976       318629       JORGE           VARGAS               LEAL            HOMBRE     AsServ     SR         19    6461008197   
1977       318632       SALVADOR        SOLANO               VALENZUELA      HOMBRE     TrabSoc    DG         27    6461027220   
1978       318656       LUIS            CHACON               SILVA           HOMBRE     ConsFin    CC         49    6461004320   
1979       318675       CONSUELO        CHACON               LARA            MUJER      EdCont     ZS         35    6461007825   
1980       318677       FRANCISCO       MOLINA               QUINTERO        HOMBRE     AnMktDg    CM         19    6461002762   
1981       318678       SILVIA          VARELA               CORDERO         MUJER      Arquitect  DF         20    6461003693   
1982       318682       ISABEL          SILVA                ESPINOSA        MUJER      TecSup     BC         44    6461022003   
1983       318702       MANUEL          TOVAR                ALVAREZ         HOMBRE     RepVInt    CM         25    6461012634   
1984       318706       ELENA           LEAL                 VARGAS          MUJER      InvCien    TS         49    6461010867   
1985       318711       ADRIANA         DIAZ                 MERCADO         MUJER      EspLog     NE         25    6461023194   
1986       318724       SALVADOR        SOLANO               VALDES          HOMBRE     AnlVent    NE         46    6461015758   
1987       318733       ANTONIA         LARA                 MENDEZ          MUJER      GteProj    JC         33    6461008729   
1988       318757       RICARDO         LARA                 ESPINOSA        HOMBRE     EspERen    ZS         45    6461008355   
1989       318814       PILAR           BAUTISTA             HERNANDEZ       MUJER      ConsFin    QT         35    6461020776   
1990       318816       PEDRO           VARGAS               MENDOZA         HOMBRE     MedGen     CM         23    6461018609   
1991       318830       SUSANA          MALDONADO            PARDO           MUJER      IngElec    PL         37    6461029614   
1992       318838       PEDRO           SOSA                 LEON            HOMBRE     AnMktDg    VZ         27    6461008701   
1993       318843       ALEJANDRA       MACIEL               CHACON          MUJER      ConsFin    SL         48    6461008984   
1994       318844       LOURDES         TORRES               HERNANDEZ       MUJER      AnMktDg    NL         30    6461004631   
1995       318893       JULIA           RIVERA               VALDES          MUJER      ProfPrim   NT         30    6461024188   
1996       318896       JOSE            TOVAR                MOLINA          HOMBRE     RepVInt    CH         43    6461031823   
1997       318914       LAURA           ESCOBAR              VALENCIA        MUJER      IngCivil   NE         24    6461000398   
1998       318925       LOURDES         GARZA                CASTILLO        MUJER      IngCivil   BS         24    6461006919   
1999       318930       ALEJANDRA       RAMOS                MENENDEZ        MUJER      Enferm     OC         27    6461028449   
2000       318932       MARIO           VEGA                 DELGADO         HOMBRE     ProfPrim   NT         35    6461004423   
2001       318942       JORGE           RAMIREZ              CAMACHO         HOMBRE     Abogado    CM         48    6461008812   
2002       318948       EDUARDO         SOTO                 CASTILLO        HOMBRE     GteProj    CM         19    6461024911   
2003       318997       EDUARDO         MENENDEZ             URIBE           HOMBRE     AnMktDg    JC         19    6461013634   
2004       319002       JULIA           CONTRERAS            JIMENEZ         MUJER      IngCivil   NL         29    6461025129   
2005       319012       ADRIANA         RUBIO                ARIAS           MUJER      AnlSist    DF         39    6461032279   
2006       319016       MANUEL          ESPINOSA             SILVA           HOMBRE     EspLog     MS         18    6461024298   
2007       319020       CLARA           SILVA                DURAN           MUJER      Traduct    JC         32    6461014084   
2008       319031       JOSE            PACHECO              CASTANEDA       HOMBRE     IngElec    GT         35    6461010622   
2009       319034       HECTOR          URIBE                ESPINOSA        HOMBRE     EspERen    CM         47    6461028394   
2010       319038       SONIA           RAMOS                CERVANTES       MUJER      TrabSoc    CC         38    6461028704   
2011       319040       DANIEL          MACIEL               MORENO          HOMBRE     InvCien    CH         38    6461026764   
2012       319041       ARMANDO         GOMEZ                MACIEL          HOMBRE     AsistAdm   NE         19    6461017893   
2013       319048       FRANCISCO       ROSALES              AGUILAR         HOMBRE     InvCien    HG         26    6461004097   
2014       319058       AURORA          SOLANO               JIMENEZ         MUJER      TrabSoc    DG         41    6461015809   
2015       319084       GABRIELA        ROMAN                BELTRAN         MUJER      AsServ     AG         23    6461020658   
2016       319089       JOSE            CRUZ                 ESTRELLA        HOMBRE     ConsFin    GT         45    6461020437   
2017       319094       RAUL            RAMOS                VASQUEZ         HOMBRE     TrabSoc    CM         35    6461011167   
2018       319103       PEDRO           JIMENEZ              TORRES          HOMBRE     PsOrg      YN         36    6461027158   
2019       319113       JAVIER          ARIAS                MIRANDA         HOMBRE     Enferm     ZS         41    6461020717   
2020       319116       JAVIER          SOLIS                JIMENEZ         HOMBRE     RepVInt    SP         45    6461030332   
2021       319122       EMILIO          LARA                 GONZALES        HOMBRE     DisGraf    TC         40    6461017198   
2022       319137       PAULA           ESTRELLA             RIOS            MUJER      AsistAdm   AG         39    6461030343   
2023       319143       ERNESTO         SILVA                DELGADO         HOMBRE     AnlVent    QT         36    6461023645   
2024       319144       ROSA            CORDERO              CASTILLO        MUJER      ConsFin    MS         40    6461018197   
2025       319148       PAULA           GOMEZ                RUBIO           MUJER      Enferm     DG         34    6461013933   
2026       319158       RAQUEL          ROSALES              MALDONADO       MUJER      DisGraf    QT         48    6461015184   
2027       319162       JORGE           GONZALES             ESPINOSA        HOMBRE     Contado    AG         24    6461002772   
2028       319163       JUAN            PARDO                MOLINA          HOMBRE     TecSup     YN         24    6461007508   
2029       319166       HECTOR          VARELA               SALAZAR         HOMBRE     AnlDatos   CH         39    6461004165   
2030       319174       HECTOR          REYES                OCHOA           HOMBRE     MedGen     PL         34    6461001785   
2031       319192       NATALIA         OSORIO               PACHECO         MUJER      AnlSist    TC         47    6461030628   
2032       319195       ALEJANDRO       ROMERO               PAREDES         HOMBRE     ConsFin    GR         21    6461025421   
2033       319206       BEATRIZ         SOTO                 GUERRERO        MUJER      AnlVent    MC         27    6461019799   
2034       319211       JOSE            RIOS                 RIVERA          HOMBRE     MedGen     AG         40    6461031867   
2035       319216       JAVIER          MIRANDA              VALDES          HOMBRE     InvCien    VZ         32    6461019293   
2036       319226       PAULA           DELGADO              MORENO          MUJER      AsistAdm   OC         45    6461028685   
2037       319229       ALEJANDRA       VALDES               MENDOZA         MUJER      TecSup     CS         41    6461024673   
2038       319249       RAUL            SOLIS                BARRIOS         HOMBRE     GteProj    MS         43    6461006682   
2039       319255       CLARA           VALENCIA             VALENCIA        MUJER      DisUX      TS         25    6461006958   
2040       319310       JAVIER          FLORES               QUINTERO        HOMBRE     RepVInt    DF         38    6461010825   
2041       319311       AURORA          OCHOA                DIAZ            MUJER      PsOrg      GR         45    6461016703   
2042       319318       RAQUEL          HERNANDEZ            SOTO            MUJER      DisGraf    CC         47    6461016633   
2043       319332       ERNESTO         QUINTERO             ARIAS           HOMBRE     IngCivil   BC         49    6461000181   
2044       319335       SALVADOR        OSORIO               ROMERO          HOMBRE     AsServ     OC         34    6461029732   
2045       319341       GABRIELA        ESCOBAR              PENA            MUJER      AnlDatos   TL         19    6461023708   
2046       319368       FRANCISCO       SERRANO              NUNEZ           HOMBRE     PsOrg      QR         33    6461004087   
2047       319371       SONIA           CABRERA              MALDONADO       MUJER      Traduct    SP         30    6461016325   
2048       319378       ELENA           ROJAS                FERNANDEZ       MUJER      AsServ     CS         35    6461015659   
2049       319380       ISABEL          ESTRELLA             MENDEZ          MUJER      AnlDatos   NL         44    6461029275   
2050       319392       ALEJANDRA       ROJAS                VILLANUEVA      MUJER      RepVInt    NL         49    6461009707   
